source,author,title,description,publishedAT,content
lifehackerjp,kotoha ozawa,apple watchの充電もok！ スマホリングと同時に使えるmagsafe充電器の先行販売が終了間近,「magdget charge ring」は、スマホリングにmagsafe充電機能が加わったアイテム。同時利用がしにくかったこの2つのアイテムが合体したユニークなガジェットとなっています。スマホ充電に加えapple watchも同時に充電可能。また本体を外せばワイヤレスイヤホン用充電パッドになるなど、1台で複数機器に対応した充電器となっています。,2023-09-25T10:45:00Z,iphonemagsafe machi-yamagdget charge ringmagsafeapple watch video: sincere inc/youtube magsafe + image: sincere inc magdget charge ringmagsafe image: sincere inc apple watch iphone2 image: … [+273 chars]
business insider,theron mohamed,warren buffett's berkshire hathaway has now cashed in $540 million of hp stock in under a month,"warren buffett's company sold another $130 million of hp stock in three days, and has now slashed its position by about 17% in under four weeks",2023-10-03T10:33:27Z,warren buffettdennis van tine/ap <ul> <li>warren buffett's berkshire hathaway sold another $130 million of hp shares in three days</li> <li>the investor's company has now cashed in about $540 mill… [+2401 chars]
gizmodojp,ヤマダユウス型,【新作iphoneケース】appleの「ファインウーブンケース」ってどうなの？,photo:ヤマダユウス型手触りは好き。でも価格が…が…。co2を削減するため、レザー素材の使用をやめたapple。その代替素材として新たに登場したのが「ファインウーブン」なる素材です。直訳すると細かい織り方（finewoven）。早速、magsafe対応のファインウーブン製iphoneケースが登場しています。手触りや質感、詳しくチェックしていきましょうか。applemagsafe対応iphone,2023-09-25T03:40:00Z,copyright © mediagene inc all rights reserved
gizmodojp,三浦一紀,iphone 15、usb-cになりました！ #appleevent,きたきたきた！iphone 15、usb-cが採用されました！ 詳細はまた後ほど。<small>source: apple</small>,2023-09-12T17:56:00Z,copyright © mediagene inc all rights reserved
gizmodojp,はらいさん,ちょっとお得なhomepod（第2世代）の整備済製品が販売開始,今年2月に発売された新型homepodが、早くもapple（アップル）の整備済製品として取り扱いが始まりました！,2023-10-10T04:00:00Z,copyright © mediagene inc all rights reserved
lifehackerjp,山田洋路,8in1マルチハブ付き！ipadやタブレットの角度や高さを自由に調整できる多機能スタンド「maghub 3」,多機能スタンド「maghub 3」は。360°自由回転式で高さ調整も自在なアームと8in1ハブを搭載。高速データ通信や急速充電が可能です。47～129インチの幅広いデバイスに対応。ほとんどのipadやandroidタブレットに対応しています。折り畳んで持ち運べるのでどこでも仕事しやすい環境がつくれます。,2023-09-24T10:45:00Z,machi-yamaghub 3 8in1maghub 3 image: rutawa japan inc maghub 3 360° 8in1 image: rutawa japan inc maghub 3 usb type-c21usb pdusb type-a2micro usb hdmi image: rutawa japan inc ipadsurface47… [+97 chars]
the wall street journal,,streaming is changing the sound of music,"to succeed on spotify and other services, songs are getting shorter, albums are getting longer, and artists are collaborating across genres",2023-09-16T02:55:14Z,"in 2022, on-demand music streams in the us alone exceeded 1 trillion starting in the mid-2010s, the success of streaming services like spotify, tencent and apple music led the music industry into … [+300 chars]"
gizmodojp,ヤマダユウス型,【開封】apple watch series 9の緑のアイコンはエコを極めた証,photo:ヤマダユウス型同じ箱だけど、届くまでの過程は違ってるんだろうなぁ。最新のapplewatchseries9がついに発売されましたね！目玉となる新機能は片手での操作を可能とするダブルタップ。まぁ使えるのは10月からなんですが…。とはいえ、チップなどの性能面では大きく進化してます。すんごい新機能が待ち受けてるんだと期待に胸を膨らませながら、開封の儀と参りましょう。おなじみの箱には新しいロゴ,2023-09-22T13:00:00Z,copyright © mediagene inc all rights reserved
readwrite,radek zielinski,pc market decline slows in q3 as recovery signs emerge,"the global pc market experienced another quarter of decline in q3 2023, according to new data from market research firm […] the post pc market decline slows in q3 as recovery signs emerge appeared first on readwrite",2023-10-10T16:00:35Z,"the global pc market experienced another quarter of decline in q3 2023, according to new data from market research firm international data corporation (idc) according to an oct 9 idc report, shipm… [+2328 chars]"
gizmodojp,小暮ひさのり,【iphone 15】キャリアの「乗り換えプログラム」。どんな人にぴったり？,photo:はらいさん「買う」じゃなくて「手に入れる」ってコトになりますが。ついに発売されたiphone15シリーズ。appleストアだけでなく、当然キャリアでも取り扱われています。端末代金はappleストアより割高ですけど、端末代金を分割して購入する、いわゆる「乗り換えプログラム」を利用できるのがポイント。このキャリア独自のプログラム、大きく分けて2パターンあります。・ドコモ／au……端末ごとの,2023-09-29T10:00:00Z,copyright © mediagene inc all rights reserved
9to5mac,ben lovejoy,inflation barely dents spending of us teens; iphone and apple watch still a priority,"a new report says that the impact of inflation made only a tiny dent in the spending of us teens, but that an iphone and apple watch remain top priorities investment banking giant piper sandler has shared the results of its latest large-scale survey of th…",2023-10-11T14:15:10Z,"a new report says that the impact of inflation made only a tiny dent in the spending of us teens, but that an iphone and apple watch remain top priorities investment banking giant piper sandler has… [+2241 chars]"
gizmodojp,かみやまたくみ,iphone 15が発表される #apple event は午前2時から。視聴先はこちら,image:apple※2023年9月8日に公開された記事を、発表直前ということで再掲します。気になりません？新しいiphoneがどんな感じなのか。9月13日（水）午前2時からappleが「特別なイベント」を開催、「iphone15」シリーズが発表される見込みです。秋の恒例行事と化した感がありますが、平日深夜ながら例年どおりネットも盛り上がるんじゃないでしょうか。同イベントは米カリフォルニアのap,2023-09-12T14:00:00Z,copyright © mediagene inc all rights reserved
android police,steve smith,apple iphone 15 pro vs samsung galaxy s23+: i or s?,apple and samsung go head-to-head,2023-09-28T12:01:28Z,"<ul><li> apple iphone 15 pro the apple iphone 15 pro features a titanium design, speedy performance, and fantastic cameras and with the inclusion of a usb-c port, the iphone 15 series is more in l… [+10883 chars]"
business insider,sarah saril,18 prime day deals so good that we're not waiting for black friday to buy,amazon's big deal days sale is here with tons of worthwhile deals that you shouldn't hesitate to snag right now before black friday,2023-10-10T15:21:52Z,"when you buy through our links, insider may earn an affiliate commission learn more amazon has kicked off the holiday season with its second prime day of the year officially called prime big deal … [+2579 chars]"
marketwatch,ciara linnane,: netflix plans to increase price of ad-free service once the actors strike ends: wsj,"t he streaming giant is discussing price hikes in a number of markets, but will likely kick them off in the us and canada, the paper reported",2023-10-03T14:28:00Z,"netflix inc is planning to raise the price of its ad-free service once the current actors strike ends, the wall street journal reported tuesday, citing people familiar with the matterthe streaming … [+1545 chars]"
time,paul wiseman and michael liedtke / ap,google faces biggest antitrust trial in decades,federal regulators have launched an attempt to dismantle google's internet empire in the biggest us antitrust trial in a quarter century,2023-09-12T11:52:37Z,washington (ap) google will confront a threat to its dominant search engine beginning tuesday when federal regulators launch an attempt to dismantle its internet empire in the biggest us antitrust … [+3787 chars]
gizmodojp,かみやまたくみ,【開封】iphone 15 pro max、興奮してきた。,iphone15promaxの箱（手前）、iphone12mini（奥） photo:かみやまたくみiphone15promax（512gb・ブラックチタニウム）を個人的に購入しました。冷静になったら絶対に買えない価格な気がして、値段を見ないように予約しました。さくっと開けてみます。カラーはブラックチタニウムです。appleマークもですが、カメラにも自然と目がいってしまいます。iphone15pr,2023-09-22T06:00:00Z,copyright © mediagene inc all rights reserved
9to5mac,michael potuck,apple arcade guide: everything thats available,apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcade games plus the latest releases more…,2023-09-15T19:45:00Z,apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcad… [+97037 chars]
macworld,david price,how to install watchos 10 on apple watch,"macworld once a year apple releases a major new version of watchos, the operating system software that runs on all apple watch models; there are also smaller point upgrades from time to time in between these updates are free, and can add new features…",2023-09-18T13:50:42Z,"skip to contenttype your search and hit enter when you purchase through links in our articles, we may earn a small commission this doesn't affect our editorial independence once a year apple re… [+5919 chars]"
gizmodojp,小暮ひさのり,ios 1703へのアプデ方法。アツアツのiphoneが直るらしい,image:小暮ひさのりやったぜ！iphone15proシリーズで報告されている「iphoneがなんだか熱々になっちゃう問題」。チップのせい？チタンのボディ構造のせい？なんて色々勘ぐられていましたが、appleによればソフトウェアの不具合。そして本日、その修正を含んだios1703がリリースされました！アップデートは「設定」アプリからimage:小暮ひさのりアップデートのインストールはおなじみ,2023-10-05T11:40:00Z,copyright © mediagene inc all rights reserved
marketwatch,jon swartz,: psst: heres why googles antitrust trial against the department of justice isnt being talked about much,"the public is barred from listening to the 10-week nonjury trial, and reporters often encounter a courtroom sealed to the public",2023-09-29T17:08:00Z,googles top executives have long established a reputation of saying as little as possible on most topics: earnings calls product development plans management moveslegal matters are certainly on th… [+3029 chars]
bgr,josé adorno,"apple arcade gets nba 2k24, cut the rope 3, and more in october","apple arcade, apples gaming streaming service, will get four new games this october, alongside more than 30 updates, showing that apple is still pretty serious … the post apple arcade gets nba 2k24, cut the rope 3, and more in october appeared first on bgr",2023-10-03T13:53:56Z,"apple arcade, apples gaming streaming service, will get four new games this october, alongside more than 30 updates, showing that apple is still pretty serious about this service tech entertainme… [+2503 chars]"
9to5mac,michael potuck,apple arcade guide: everything thats available [new: junkworld td],apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcade games plus the latest releases more…,2023-09-22T16:30:00Z,apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcad… [+97356 chars]
9to5mac,michael potuck,apple arcade guide: everything thats available [new: cypher 007],apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcade games plus the latest releases more…,2023-09-29T12:30:00Z,apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcad… [+98187 chars]
9to5mac,michael potuck,apple arcade guide: everything thats available [new: jeopardy!],apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcade games plus the latest releases more…,2023-10-06T13:01:00Z,apple arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library follow along with our guide on all the available apple arcad… [+98631 chars]
bgr,chris smith,7 apple watch tips to improve battery life,"apple upgrades the capabilities of the apple watch with each generation, but theres one thing that rarely gets any better: battery life all apple watch … the post 7 apple watch tips to improve battery life appeared first on bgr",2023-09-30T19:27:00Z,"apple upgrades the capabilities of the apple watch with each generation, but theres one thing that rarely gets any better: battery life all apple watch models get all-day battery life estimates, wi… [+7107 chars]"
bgr,josé adorno,apple watch series 9: should you upgrade?,"the apple watch series 9 has finally been announced with a few new features on the latest model, this might be the perfect time to … the post apple watch series 9: should you upgrade? appeared first on bgr",2023-09-14T23:20:00Z,"the apple watch series 9 has finally been announced with a few new features on the latest model, this might be the perfect time to upgrade your old apple watch while i already mentioned id be upgr… [+2661 chars]"
bgr,joe wituschek,were all going to be navigating the apple watch with our eyes in the future,"last week, apple held its “wonderlust” event while the iphone 15 and iphone 15 pro certainly get the most fanfare at the companys september events, … the post were all going to be navigating the apple watch with our eyes in the future appeared first on bgr",2023-09-21T17:16:42Z,"last week, apple held its “wonderlust” event while the iphone 15 and iphone 15 pro certainly get the most fanfare at the companys september events, tim cook and team also unveiled the apple watch s… [+5392 chars]"
bgr,josé adorno,"iphone 15: release date, price, colors and everything you need to know","the iphone 15 series was announced on september 12 at apples wonderlust event available in four sizes, cupertino revamped the standard models while taking the … the post iphone 15: release date, price, colors and everything you need to know appeared first o…",2023-09-13T13:22:19Z,"the iphone 15 series was announced on september 12 at apples wonderlust event available in four sizes, cupertino revamped the standard models while taking the pro iphones to the next level heres … [+10779 chars]"
business insider,associated press,google argued during its antitrust trial that android users can switch default search engines with a couple of clicks an expert testified it took him 10 steps,"google's antitrust trial is in full swing google argues its dominance is due to being a superior platform, not its default status on devices",2023-09-14T14:53:38Z,"switching from google to other search engines on mobile devices takes around 10 steps, according to testimonyap photo/peter morgan <ul> <li>google's antitrust trial is in full swing it's expected … [+4004 chars]"
android police,jesse hollington,apple iphone 15 plus vs samsung galaxy s23+: it comes down to platform,how do apple's big camera improvements stack up against samsung's middle-ground s23?,2023-09-15T18:01:28Z,"<ul><li> apple iphone 15 plus the iphone 15 plus is apple's latest plus-sized standard iphone, boasting some of the biggest camera improvements we've seen on a non-pro iphone in years, including a … [+18126 chars]"
imore,stephen warwick,iphone 15 will be made in india from launch for the first time ever,a new report has revealed apple's iphone 15 could feature made-in-india models from launch for the first time ever,2023-09-12T10:06:24Z,"a new report has revealed apple's iphone 15, set to be unveiled on tuesday, will be made in india from launch for the first time ever apple ceo tim cook will take to the stage later today to unvei… [+1593 chars]"
business insider,"brendan griffiths,sarah saril",150+ last-minute october prime day deals that end tonight,our team of experts has been curating this list of top deals all day now's your last chance to score them,2023-10-12T02:33:35Z,"when you buy through our links, insider may earn an affiliate commission learn more prime day ends in only a few hours, but we're still hard at work finding the best deals on products we recommend… [+19309 chars]"
bgr,joe wituschek,"hands-on with finewoven, apples leather replacement for the iphone and apple watch","ive seen the future, and the future is finewoven when apple held its “wonderlust” event earlier this week, the company revealed a number of progress … the post hands-on with finewoven, apples leather replacement for the iphone and apple watch appeared firs…",2023-09-14T21:46:00Z,"ive seen the future, and the future is finewoven tech entertainment science your inbox sign up for the most interesting tech &amp; entertainment news out there by signing up, i agree to the… [+3998 chars]"
biztoccom,apnewscom,apple app store,"top free iphone apps (us): 1 temu: shop like a billionaire, temu 2 lapse - disposable camera, lapse 3 retro bowl college, new star games 4 chatgpt, openai 5 google, google llc 6 tiktok, tiktok ltd 7 monopoly go!, scopely, inc 8 instagram, instagram,…",2023-10-03T15:56:06Z,"top free iphone apps (us):1 temu: shop like a billionaire, temu2 lapse - disposable camera, lapse3 retro bowl college, new star games4 chatgpt, openai5 google, google llc6 tiktok, tiktok ltd7… [+287 chars]"
bgr,josé adorno,changing the focus and depth of portraits isnt exclusive to iphone 15,"during the announcement of the iphone 15 series, apple introduced the “next-generation” of portraits in addition to the ability to change the focus and depth … the post changing the focus and depth of portraits isnt exclusive to iphone 15 appeared first on b…",2023-09-13T23:21:00Z,"during the announcement of the iphone 15 series, apple introduced the “next-generation” of portraits in addition to the ability to change the focus and depth of portraits this is similar to what you… [+1567 chars]"
blogspotcom,,the tron project: how japan almost ruled it,stockpicking of unloved and undervalued japanese companies using the graham and dodd framwork of value investing,2023-09-30T22:42:13Z,"at a winter day in 1989 the japanese sent chills down the spine of the world of tech they presented a house, located in one of tokyos most fashionable neighbourhood, which was able to think, sense … [+5888 chars]"
biztoccom,benzingacom,"could apple replace google with its own search engine… it maybe a matter of 'when,' says mark gurman","popular tech analyst mark gurman has suggested the possibility of apple inc aapl developing its own search engine, potentially replacing alphabet incs goog googl google “it may be closer than you think” what happened: in his weekly newsletter, gurman sai…",2023-10-02T04:24:10Z,"popular tech analyst mark gurman has suggested the possibility of apple inc aapl developing its own search engine, potentially replacing alphabet incs goog googl google it may be closer than you t… [+292 chars]"
bgr,josé adorno,iphone 15 pre-orders now available ahead of september 22 release,"after apple unveiled the new iphone 15 series at its wonderlust event on tuesday, the company is letting customers pre-order the new models before next … the post iphone 15 pre-orders now available ahead of september 22 release appeared first on bgr",2023-09-15T12:00:00Z,"after apple unveiled the new iphone 15 series at its wonderlust event on tuesday, the company is letting customers pre-order the new models before next weeks official release on september 22nd here… [+4355 chars]"
bgr,joshua hawkins,"what is usb-c, and why does it matter so much?","the move from lightning cables to usb-c on the iphone 15 has stirred up quite a few questions about the so-called “universal connector” originally released … the post what is usb-c, and why does it matter so much? appeared first on bgr",2023-09-25T00:18:00Z,"the move from lightning cables to usb-c on the iphone 15 has stirred up quite a few questions about the so-called “universal connector” originally released in 2014, usb-c has quickly become a belove… [+2336 chars]"
biztoccom,benzingacom,from tim cook's 'aha moment' with vision pro to delays in iphone 15 pro and more: this week in apple,"the tech world was abuzz this past week with major developments coming from the likes of apple inc aapl, samsung electronics co, ltd, and alphabet inc from tim cooks “aha moment” with apples vision pro to samsungs latest chipset finding itself in the …",2023-10-08T10:46:08Z,"the tech world was abuzz this past week with major developments coming from the likes of apple inc aapl, samsung electronics co, ltd, and alphabet inc from tim cooks aha moment with apples visio… [+282 chars]"
bgr,joe wituschek,im upgrading to the airpods pro 2 with usb-c despite the small differences,"its official — i have a problem today is iphone 15 review day as embargos are dropping, and that means we get our first impressions … the post im upgrading to the airpods pro 2 with usb-c despite the small differences appeared first on bgr",2023-09-19T15:47:00Z,"its official — i have a problem today is iphone 15 review day as embargos are dropping, and that means we get our first impressions of the new usb-c port in all its glory when apple revealed that … [+5819 chars]"
bgr,joshua hawkins,3 things you should do immediately after unboxing your iphone 15,"the iphone 15 launches on september 22, and if you plan on picking up apples latest smartphone, youll find a slew of new features waiting … the post 3 things you should do immediately after unboxing your iphone 15 appeared first on bgr",2023-09-21T01:54:00Z,"the iphone 15 launches on september 22, and if you plan on picking up apples latest smartphone, youll find a slew of new features waiting for you after you unbox it while you could get lost in try… [+2692 chars]"
yahoo entertainment,leah nylen,"google tweaks ad auctions to hit revenue targets, executive says","(bloomberg) -- alphabet incs google has tweaked its advertising auctions to ensure it meets revenue targets, sometimes increasing ad prices by as much as 5",2023-09-18T20:42:09Z,"(bloomberg) -- alphabet incs google has tweaked its advertising auctions to ensure it meets revenue targets, sometimes increasing ad prices by as much as 5%, an executive for the company testified m… [+3050 chars]"
appbanknet,appbankゲーム,新スローライフゲーム『にほんの田舎ぐらし』が9月15日に配信！何で遊べる？,2023年9月6日(水)、合同会社ゲームスタートが『japanese rural life adventure – にほんの田舎ぐらし -』を2023年9月15日(金)に配信することを発表しました。この記事では遊び方やゲ […],2023-09-14T07:44:57Z,202396()japanese rural life adventure -2023915() japanese rural life adventure - japanese rural life adventure - japanese rural life adventure - japanese rural life adventure -2023915apple arcade… [+471 chars]
yahoo entertainment,"jenny leonard, mark gurman and airielle lowe","chinas apple iphone ban appears to be retaliation, us says",(bloomberg) -- the white house said it believes chinas moves to institute and expand a government ban on iphones is an attempt to retaliate against the us,2023-09-13T21:00:09Z,(bloomberg) -- the white house said it believes chinas moves to institute and expand a government ban on iphones is an attempt to retaliate against the us as it weighed in for the first time on the b… [+4010 chars]
the av club,matt schimkowitz,here are the winners from the 2023 mtv video music awards,"one of the few pop-culture extravaganzas undisturbed by the sag-aftra and wga strikes, the mtv video music awards has the distinction of depriving the night sky of actual stars for the evening mtv wont have a problem like the emmys until the musicians squee…",2023-09-12T23:31:00Z,"one of the few pop-culture extravaganzas undisturbed by the sag-aftra and wga strikes, the mtv video music awards has the distinction of depriving the night sky of actual stars for the evening mtv w… [+8048 chars]"
asciijp,ascii,「apple arcade」にて『nba 2k24 arcade edition』など4タイトルが新たに追加決定,2023年10月3日、アップルはゲームストリーミングサービス「apple arcade」の新作ゲームとして『nba 2k24 arcade edition』など4タイトルを追加すると発表した。,2023-10-04T10:20:00Z,103apple arcade 10nbanba 2k24 arcade editioncut the rope 3jeopardy! world tour+crossword jam+ fruit ninja classic+cityscapes: sim builder1 applehttps://wwwapplecom/jp/newsroom/2023/10/nba-2k24-… [+790 chars]
yahoo entertainment,bloomberg news,china flags ‘security incidents with apples iphones,"(bloomberg) -- china flagged security problems with iphones while saying it isnt barring purchases, the governments first comments on the topic after news ",2023-09-13T08:43:11Z,"(bloomberg) -- china flagged security problems with iphones while saying it isnt barring purchases, the governments first comments on the topic after news reports that authorities are moving to restr… [+2235 chars]"
getnewsjp,ガジェ通ウェブライター,apple端末向け『バイオハザード re:4』予約注文受付スタート！ 『バイオハザード ヴィレッジ』も近日予約受付開始,apple端末向け『バイオハザード re:4』予約注文受付スタート！ 『バイオハザード ヴィレッジ』も近日予約受付開始,2023-09-27T09:00:55Z,iphone/ipad/mac re:4iphone/ipad/mac iphone/ipad/mac re:4 iphone/ipad/mac re:4 re:4iphone 15 proapple4 iphoneipadmacapple 20237990 1000 iphone/ipad/mac10304 re:4 8 re:4 4990 2000 mac/iosma… [+161 chars]
yahoo entertainment,ryan gould and ian king,chip designer arms ipo was priced for smooth trading debut,(bloomberg) -- softbank group corp satisfied its ambitions for arm holdings plc by raising $487 billion in the years biggest initial public offering,2023-09-14T03:02:35Z,"(bloomberg) -- softbank group corp satisfied its ambitions for arm holdings plc by raising $487 billion in the years biggest initial public offering, while resisting the temptation to try for more… [+5060 chars]"
biztoccom,siliconvalleycom,apples $59 fake-suede ‘finewoven iphone case is its biggest dud of 2023,"by jessica nix | bloomberg when apple inc introduced a new material for phone cases and watchbands earlier this month, the company heralded it as a groundbreaking alternative to leather with “subtle luster and a soft, suede-like feel” consumers and reviewer…",2023-09-26T14:54:06Z,"by jessica nix | bloombergwhen apple inc introduced a new material for phone cases and watchbands earlier this month, the company heralded it as a groundbreaking alternative to leather with subtle l… [+299 chars]"
biztoccom,marketwatchcom,"oracle stock slumps, apple shares steady and other stocks on the move","here are some of the days biggest movers: apple stock aapl, inched 01% higher ahead of the presentation of its new iphone the stock has dropped 5% over the last five sessions on china concerns shares of convenience-store chain caseys general stores inc …",2023-09-12T09:52:12Z,"here are some of the days biggest movers:apple stock aapl, inched 01% higher ahead of the presentation of its new iphone the stock has dropped 5% over the last five sessions on china concernsshare… [+274 chars]"
biztoccom,benzingacom,white house accuses china of iphone ban as retaliation in ongoing trade war,"the white house has accused china of implementing a ban on apple incs aapl iphones, alleging it to be a retaliatory measure amid the ongoing trade tensions between the two countries what happened: on wednesday, national security council spokesman john kirb…",2023-09-14T04:10:07Z,"the white house has accused china of implementing a ban on apple incs aapl iphones, alleging it to be a retaliatory measure amid the ongoing trade tensions between the two countrieswhat happened: o… [+288 chars]"
3dnewsru,,"глобальный рынок пк в следующем году взбодрят ии и закат windows 10, а пока он продолжает подать","аналитики idc, как и их коллеги из gartner, по итогам третьего квартала не разглядели на рынке пк причин для избыточного оптимизма, но отметили, что последовательно количество отгружаемых производителями компьютеров растёт уже два квартала подряд хотя в годо…",2023-10-10T09:26:00Z,"idc, gartner, , , 7,6 % 68,2 : apple , idc windows 10, , idc, , , , , idc , intel amd , , : idc , idc, , hp inc, ( 6,4 %), idc , apple 23,1 % , - - , apple , idc gartner… [+114 chars]"
yahoo entertainment,jane lanhee lee and debby wu,tsmc and arizona discussing advanced chip packaging investment,(bloomberg) -- taiwan semiconductor manufacturing co and arizona authorities are talking about adding advanced chip packaging capacity to the chipmakers,2023-09-19T04:31:18Z,"(bloomberg) -- taiwan semiconductor manufacturing co and arizona authorities are talking about adding advanced chip packaging capacity to the chipmakers plants in the state, governor katie hobbs sai… [+1841 chars]"
biztoccom,marketwatchcom,"apple unveils iphone 15 lineup, increases base price on highest-end model for first time","apple inc largely kept iphone prices the same as it rolled out its newest lineup tuesday, though it dropped the cheapest configuration of its pro max version in an effective price hike on that model the iphone 15 pro will start at $999 for 128 gb of storage…",2023-09-12T19:36:15Z,"apple inc largely kept iphone prices the same as it rolled out its newest lineup tuesday, though it dropped the cheapest configuration of its pro max version in an effective price hike on that model… [+278 chars]"
mental floss,tobias wartime,11 social media platforms you probably forgot existed (and why they failed),still miss your old friendster account? discover why that and other once-popular social media platforms got discontinued here,2023-09-20T12:00:01Z,"while platforms like tiktok, x (formerly known as twitter), and instagram dominate the social media landscape today, that wasnt always the case in fact, dozens of other social networks have emerged … [+10452 chars]"
insidecomtw,sisley,與蘋果的交易，是 google 擴張搜尋地位「最重要一步」,成為蘋果的預設搜尋引擎，這意味著進入到 10 億人的口袋當中，這是成為全球規模搜尋引擎的必經之路，在美國的智慧手機市場，蘋果甚至擁有一半以上市占率，在全球以外，蘋果也是 android 的唯一競爭者，而 android 本身是 google 的親兒子，這代表 google 僅需將 ios 上的 safari 給搶下，那麼就能打造一條史上最穩固的護城河。,2023-10-12T07:34:00Z,google google the verge adam severt google apple inc google google google safari 2003 safari google google 100 google google google microsoftceo satya nadella 10 bing 150 bing duckduckgo du… [+311 chars]
biztoccom,investingcom,stock market today: dow ends higher as dip buyers target tech amid easing yields by,"investingcom -- the dow jumped thursday, as investors bought the recent weakness in tech stocks just as the rally in treasury yields paused ahead of key inflation data slated for friday the gained 04%, 116 points, rose 08%, and the rose 06% big tech inc…",2023-09-28T21:24:06Z,"investingcom -- the dow jumped thursday, as investors bought the recent weakness in tech stocks just as the rally in treasury yields paused ahead of key inflation data slated for fridaythe gained 0… [+310 chars]"
