source,author,title,description,publishedAT,content
globenewswire,research and markets,"endoprosthesis market set to surge, fueled by 3d printing innovations and rising orthopedic disease cases","dublin, sept 26, 2023 (globe newswire) -- the ""global endoprosthesis market 2023-2027"" report has been added to researchandmarketscom's offering ",2023-09-26T11:53:00Z,"dublin, sept 26, 2023 (globe newswire) -- the ""global endoprosthesis market 2023-2027"" report has been added to researchandmarketscom's offering the global endoprosthesis market is poised for rem… [+4740 chars]"
globenewswire,the insight partners,"endoscopy procedures market size worth $5319 billion, globally, by 2030 - exclusive report by the insight partners",global endoscopy procedures market is growing at a cagr of 7% during 2022–2030 global endoscopy procedures market is growing at a cagr of 7% during 2022–2030,2023-09-26T14:35:00Z,"pune, india, sept 26, 2023 (globe newswire) -- endoscopy is a minimally invasive procedure used to examine a person's digestive tract through the mouth, anus, or in small incisions the procedure us… [+8006 chars]"
globenewswire,the insight partners,smart hospital beds market worth $149 billion by 2030 - exclusive report by the insight partners,global smart hospital beds market is growing at a cagr of 14% from 2022 to 2030 global smart hospital beds market is growing at a cagr of 14% from 2022 to 2030,2023-09-18T12:04:00Z,"pune, india, sept 18, 2023 (globe newswire) -- the electronic medical records (emr) or electronic health records (ehr) that smart beds are connected to provide a wealth of medical information, inclu… [+12242 chars]"
globenewswire,research and markets,global spine biologics market 2023-2030: rising demand for minimally invasive procedures: a key driver for the spine biologics market,"dublin, sept 22, 2023 (globe newswire) -- the ""global spine biologics market by product (bone graft substitutes, cell-base matrix, spinal allografts), application (non-fusion, spinal fusion), end-user - cumulative impact of covid-19, russia ukraine conflict,…",2023-09-22T10:33:00Z,"dublin, sept 22, 2023 (globe newswire) -- the ""global spine biologics market by product (bone graft substitutes, cell-base matrix, spinal allografts), application (non-fusion, spinal fusion), end-us… [+5640 chars]"
globenewswire,the insight partners,pediatric orthopedic implants market worth $85 billion by 2030 - exclusive report by the insight partners,global pediatric orthopedic implants market is growing at a cagr of 105% from 2022 to 2030 global pediatric orthopedic implants market is growing at a cagr of 105% from 2022 to 2030,2023-09-22T15:00:00Z,"pune, india, sept 22, 2023 (globe newswire) -- according to our new research study on pediatric orthopedic implants market size and forecasts (2020 - 2030), global and regional share, trends, and … [+9133 chars]"
marketscreenercom,,out with the old,"(marketscreenercom) the small rebound seen at the end of last week eased the losses accumulated on the stock markets in august and september this morning, the mood is one of relief following a budget compromise in the united states the last quarter of the …",2023-10-02T13:53:59Z,"the small rebound seen at the end of last week eased the losses accumulated on the stock markets in august and september this morning, the mood is one of relief following a budget compromise in the … [+10949 chars]"
globenewswire,transparency market research,"dental bone void filler market revenue to cross usd 180 million by 2031, garnering 56% cagr says, transparency market research","the market is anticipated to be driven in the next years by an aging population that is more prone to fractures along with bone injuries from 2023 to 2033, the market is anticipated to have an absolute monetary potential of close to us$ 76 million the marke…",2023-09-13T12:30:00Z,"wilmington, delaware, united states, sept 13, 2023 (globe newswire) -- transparency market research inc - the dental bone void filler market was estimated to have acquired us$ 100 million in 2022 … [+7309 chars]"
globenewswire,factmr,paresthesia treatment market to surpass us$ 73 billion at a cagr of 35% by 2033: factmr study,the increasing prevalence of neurological disorders and conditions associated with paresthesia is a main factor shaping the paresthesia treatment market the increasing prevalence of neurological disorders and conditions associated with paresthesia is a main f…,2023-10-03T08:00:00Z,"rockville, oct 03, 2023 (globe newswire) -- as per factmr, a provider of market research and competitive intelligence, the global paresthesia treatment market is anticipated to climb at a cagr of… [+7874 chars]"
globenewswire,the insight partners,"pedicle screw market revenue to cross $1billion, globally, by 2030 - exclusive report by the insight partners",global pedicle screw market is growing at a cagr of 63% during the 2022-2030 global pedicle screw market is growing at a cagr of 63% during the 2022-2030,2023-09-27T13:40:00Z,"pune, india, sept 27, 2023 (globe newswire) -- pedicle screws are used sometimes in a spinal fusion to add extra support and strength to the fusion while it heals pedicle screws are placed above an… [+8743 chars]"
prnewswire,,"endoscopy devices market size to grow by usd 1404 billion from 2022-2027 | arthrex inc, olympus corp and johnson and johnson are some key players in the market - technavio","new york, sept 21, 2023 /prnewswire/ -- the endoscopy devices market size is projected to grow by usd 1404 billion, accelerating at a cagr of 736% during the forecast period companies are implementing various strategies like forming partnerships, mergers,…",2023-09-21T09:15:00Z,"new york, sept 21, 2023 /prnewswire/ -- the endoscopy devices market size is projected to grow by usd 1404 billion, accelerating at a cagr of 736% during the forecast period companies are impleme… [+5764 chars]"
prnewswire,,gastroscopes market to grow by usd 36684 million from 2022-2027 | north america to account for 40% of market growth - technavio,"new york, sept 26, 2023 /prnewswire/ -- the gastroscopes market size is expected to grow by usd 36684 million from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 485% during the forecast period, according to technavio rese…",2023-09-26T04:15:00Z,"new york, sept 26, 2023 /prnewswire/ -- the gastroscopes market size is expected to grow by usd 36684 million from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 4… [+5897 chars]"
prnewswire,,"medical devices market to grow by usd 17795 billion from 2022 to 2027, north america to account for 39% of market growth- technavio","new york, sept 19, 2023 /prnewswire/ -- the medical devices market size is expected to grow by usd 17795 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 587% during the forecast period, according to technavio r…",2023-09-19T22:35:00Z,"new york, sept 19, 2023 /prnewswire/ -- the medical devices market size is expected to grow by usd 17795 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cagr o… [+6621 chars]"
prnewswire,,implantable medical devices market to grow by usd 511 billion from 2022-2027 | north america to account for 45% of market growth - technavio,"new york, sept 25, 2023 /prnewswire/ -- the implantable medical devices market size is expected to grow by usd 511 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 825% during the forecast period, according to t…",2023-09-26T01:30:00Z,"new york, sept 25, 2023 /prnewswire/ -- the implantable medical devices market size is expected to grow by usd 511 billion from 2022 to 2027 in addition, the momentum of the market will progress a… [+6572 chars]"
prnewswire,,"laparoscopic devices market to grow by usd 439 billion from 2022-2027, north america to account for 36% of market growth - technavio","new york, sept 24, 2023 /prnewswire/ -- the laparoscopic devices market size is expected to grow by usd 439 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 811% during the forecast period, according to technavi…",2023-09-24T10:35:00Z,"new york, sept 24, 2023 /prnewswire/ -- the laparoscopic devices market size is expected to grow by usd 439 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cag… [+5531 chars]"
marketwatch,NA,"company close updates: stryker corp stock falls tuesday, underperforms market","shares of stryker corp slid 481% to $27355 tuesday, on what proved to be an all-around dismal trading session for the stock market, with the s&p 500 index",2023-09-26T20:41:54Z,"shares of stryker corp syk, -481% slid 481% to $27355 tuesday, on what proved to be an all-around dismal trading session for the stock market, with the s&amp;p 500 index spx, -147% f… [+776 chars]"
globenewswire,marketus,pain management devices market set to soar to usd 94 billion by 2032 || 81% cagr - opine marketus analysts,the expanding elderly population is contributing to the market's expansion since a significant portion of pain management device consumers consists of older individuals the expanding elderly population is contributing to the market's expansion since a signif…,2023-10-10T13:34:00Z,"new york, oct 10, 2023 (globe newswire) -- according to marketus, the pain management devices market size is expected to be worth around usd 94 billion by 2032 from usd 44 billion in 2022, growin… [+12993 chars]"
prnewswire,,"flow diversion aneurysm treatment market to grow by usd 211 billion from 2022 to 2027, north america to account for 38% of market growth - technavio","new york, sept 23, 2023 /prnewswire/ -- the flow diversion aneurysm treatment market size is expected to grow by usd 211 billion from 2022 to 2027 in addition, the momentum of the market will be progressing at a cagr of 88% during the forecast period, acc…",2023-09-24T01:45:00Z,"new york, sept 23, 2023 /prnewswire/ -- the flow diversion aneurysm treatment market size is expected to grow by usd 211 billionfrom 2022 to 2027 in addition, the momentum of the market will be pr… [+6935 chars]"
marketwatch,NA,company close updates: stryker corp stock outperforms market on strong trading day,"shares of stryker corp inched 087% higher to $29732 wednesday, on what proved to be an all-around mixed trading session for the stock market, with the s&p",2023-09-13T20:41:19Z,"shares of stryker corp syk, +087% inched 087% higher to $29732 wednesday, on what proved to be an all-around mixed trading session for the stock market, with the s&amp;p 500 index spx, … [+722 chars]"
marketwatch,NA,"company close updates: stryker corp stock falls thursday, still outperforms market","shares of stryker corp slipped 156% to $28445 thursday, on what proved to be an all-around rough trading session for the stock market, with the s&p 500",2023-09-21T20:41:27Z,"shares of stryker corp syk slipped 156% to $28445 thursday, on what proved to be an all-around rough trading session for the stock market, with the s&amp;p 500 index spx falling 164% to 4,33000 … [+153 chars]"
prnewswire,,"global soft tissue repair market size to grow by usd 342 billion from 2022-2027 | 3m co, acera surgical inc, and allosource are some leading market companies - technavio","new york, sept 21, 2023 /prnewswire/ -- the global soft tissue repair market size is projected to grow by usd 342 billion, accelerating at a cagr of over 45% during the forecast period companies are using various strategies like alliances, partnerships, m…",2023-09-21T08:35:00Z,"new york, sept 21, 2023 /prnewswire/ -- the global soft tissue repair market size is projected to grow by usd 342 billion, accelerating at a cagr of over 45% during the forecast period companies … [+6112 chars]"
prnewswire,,"tissue engineering and regeneration market to grow by usd 2127 billion from 2022 to 2027, north america to account for 47% of market growth- technavio","new york, sept 12, 2023 /prnewswire/ -- the tissue engineering and regeneration market is expected to grow by usd 2127 billion from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 1493% during the forecast period, according…",2023-09-12T21:35:00Z,"new york, sept 12, 2023 /prnewswire/ -- the tissue engineering and regeneration market is expected to grow by usd 2127 billion from 2022 to 2027 in addition, the momentum of the market will progre… [+7433 chars]"
prnewswire,,"the ureteroscopy devices market to grow by usd 27691 million from 2022 to 2027, north america to account for 39% of market growth- technavio","new york, sept 19, 2023 /prnewswire/ -- the ureteroscopy devices market size is expected to grow by usd 276 91 million from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 523% during the forecast period, according to techn…",2023-09-19T21:15:00Z,"new york, sept 19, 2023 /prnewswire/ -- the ureteroscopy devices marketsize is expected to grow by usd 276 91 million from 2022 to 2027 in addition, the momentum of the market will progress at a c… [+6200 chars]"
marketwatch,NA,"company close updates: edwards lifesciences corp stock rises tuesday, outperforms market","shares of edwards lifesciences corp rallied 131% to $7037 tuesday, on what proved to be an all-around poor trading session for the stock market, with the",2023-09-26T20:53:35Z,"shares of edwards lifesciences corp ew, +131% rallied 131% to $7037 tuesday, on what proved to be an all-around poor trading session for the stock market, with the s&amp;p 500 index spx,… [+766 chars]"
marketwatch,NA,company close updates: edwards lifesciences corp stock underperforms tuesday when compared to competitors,"shares of edwards lifesciences corp slipped 200% to $7337 tuesday, on what proved to be an all-around dismal trading session for the stock market, with",2023-09-12T20:52:37Z,"shares of edwards lifesciences corp ew, -200% slipped 200% to $7337 tuesday, on what proved to be an all-around dismal trading session for the stock market, with the s&amp;p 500 index sp… [+751 chars]"
marketwatch,NA,company close updates: edwards lifesciences corp stock outperforms competitors despite losses on the day,"shares of edwards lifesciences corp shed 037% to $7011 wednesday, on what proved to be an all-around mixed trading session for the stock market, with the",2023-09-27T20:53:27Z,"shares of edwards lifesciences corp ew, -037% shed 037% to $7011 wednesday, on what proved to be an all-around mixed trading session for the stock market, with the s&amp;p 500 index spx,… [+751 chars]"
prnewswire,,"electrophysiology catheters market size to grow by usd 224 billion from 2022-2027| abbott laboratories, acutus medical inc, and johnson and johnson are some of the major companies in the market - technavio","new york, sept 25, 2023 /prnewswire/ -- the electrophysiology catheters market size is expected to grow by usd 224 billion, accelerating at a cagr of 873% during the forecast period, according to technavio research companies are implementing various strat…",2023-09-25T21:15:00Z,"new york, sept 25, 2023 /prnewswire/ -- the electrophysiology catheters market size is expected to grow by usd 224 billion, accelerating at a cagr of 873% during the forecast period, according to … [+5721 chars]"
prnewswire,,rising prevalence of cardiac diseases and minimally invasive procedures propel the transcatheter devices market to grow at 1226% cagr,"dublin, sept 12, 2023 /prnewswire/ -- the ""global transcatheter devices market (2023-2028) by product, application, and geography, competitive analysis, impact of covid-19 and ansoff analysis"" report has been added to researchandmarketscom's offering the g…",2023-09-12T22:45:00Z,"dublin, sept 12, 2023 /prnewswire/ -- the ""global transcatheter devices market (2023-2028) by product, application, and geography, competitive analysis, impact of covid-19 and ansoff analysis"" repor… [+4690 chars]"
marketwatch,NA,company close updates: henry schein inc stock outperforms competitors despite losses on the day,"shares of henry schein inc slipped 005% to $7441 friday, on what proved to be an all-around grim trading session for the stock market, with the s&p 500",2023-09-15T21:21:57Z,"shares of henry schein inc hsic, -005% slipped 005% to $7441 friday, on what proved to be an all-around grim trading session for the stock market, with the s&amp;p 500 index spx, -122… [+744 chars]"
marketwatch,NA,company close updates: henry schein inc stock underperforms monday when compared to competitors,"shares of henry schein inc dropped 047% to $7406 monday, on what proved to be an all-around positive trading session for the stock market, with the s&p",2023-09-18T21:22:34Z,"shares of henry schein inc hsic, -047% dropped 047% to $7406 monday, on what proved to be an all-around positive trading session for the stock market, with the s&amp;p 500 index spx, +… [+806 chars]"
marketwatch,NA,"company close updates: henry schein inc stock rises friday, still underperforms market","shares of henry schein inc inched 095% higher to $7436 friday, on what proved to be an all-around great trading session for the stock market, with the s&p",2023-10-06T21:20:56Z,"shares of henry schein inc hsic, +095% inched 095% higher to $7436 friday, on what proved to be an all-around great trading session for the stock market, with the s&amp;p 500 index spx, … [+771 chars]"
marketwatch,NA,"company close updates: henry schein inc stock rises thursday, outperforms market","shares of henry schein inc advanced 169% to $7445 thursday, on what proved to be an all-around positive trading session for the stock market, with the s&p",2023-09-14T21:21:42Z,"shares of henry schein inc hsic, +169% advanced 169% to $7445 thursday, on what proved to be an all-around positive trading session for the stock market, with the s&amp;p 500 index spx, … [+733 chars]"
marketwatch,NA,company close updates: henry schein inc stock underperforms friday when compared to competitors,"shares of henry schein inc slipped 079% to $7311 friday, on what proved to be an all-around poor trading session for the stock market, with the s&p 500",2023-09-22T21:21:23Z,"shares of henry schein inc hsic, -079% slipped 079% to $7311 friday, on what proved to be an all-around poor trading session for the stock market, with the s&amp;p 500 index spx, -023… [+798 chars]"
department of defense,press operations,"contracts for sept 27, 2023",today's defense department contracts valued at $75 million or more are now live on defensegov,2023-09-27T21:04:17Z,"army american ordnance llc, middletown, iowa (w15qkn-23-d-0056); and general dynamics ots inc, niceville, florida (w15qkn-23-d-0057), will compete for each order of the $974,359,955 firm-fixed-pric… [+63270 chars]"
marketwatch,NA,company close updates: baxter international inc stock underperforms friday when compared to competitors,"shares of baxter international inc shed 108% to $3770 friday, on what proved to be an all-around dismal trading session for the stock market, with the s&p",2023-09-22T21:09:11Z,"shares of baxter international inc bax, -108% shed 108% to $3770 friday, on what proved to be an all-around dismal trading session for the stock market, with the s&amp;p 500 index spx, … [+808 chars]"
marketwatch,NA,company close updates: baxter international inc stock outperforms market despite losses on the day,"shares of baxter international inc slipped 048% to $3732 tuesday, on what proved to be an all-around grim trading session for the stock market, with the",2023-09-26T21:09:48Z,"shares of baxter international inc bax, -048% slipped 048% to $3732 tuesday, on what proved to be an all-around grim trading session for the stock market, with the s&amp;p 500 index spx,… [+812 chars]"
marketwatch,NA,company close updates: baxter international inc stock outperforms market on strong trading day,"shares of baxter international inc inched 059% higher to $3896 tuesday, on what proved to be an all-around rough trading session for the stock market,",2023-09-19T21:10:25Z,"shares of baxter international inc bax, +059% inched 059% higher to $3896 tuesday, on what proved to be an all-around rough trading session for the stock market, with the s&amp;p 500 index … [+796 chars]"
marketwatch,NA,company close updates: zimmer biomet holdings inc stock outperforms market despite losses on the day,"shares of zimmer biomet holdings inc sank 021% to $11222 friday, on what proved to be an all-around dismal trading session for the stock market, with the",2023-09-29T21:05:17Z,"shares of zimmer biomet holdings inc zbh, -021% sank 021% to $11222 friday, on what proved to be an all-around dismal trading session for the stock market, with the s&amp;p 500 index spx… [+752 chars]"
marketwatch,NA,company close updates: zimmer biomet holdings inc stock outperforms market despite losses on the day,"shares of zimmer biomet holdings inc shed 099% to $11032 tuesday, on what proved to be an all-around dismal trading session for the stock market, with the",2023-10-03T21:05:19Z,"shares of zimmer biomet holdings inc zbh, -099% shed 099% to $11032 tuesday, on what proved to be an all-around dismal trading session for the stock market, with the s&amp;p 500 index sp… [+808 chars]"
marketwatch,NA,"company close updates: baxter international inc stock falls friday, underperforms market","shares of baxter international inc slid 108% to $3662 friday, on what proved to be an all-around favorable trading session for the stock market, with the",2023-10-06T21:09:39Z,"shares of baxter international inc bax, -108% slid 108% to $3662 friday, on what proved to be an all-around favorable trading session for the stock market, with the s&amp;p 500 index spx… [+794 chars]"
marketwatch,NA,"company close updates: baxter international inc stock rises thursday, still underperforms market","shares of baxter international inc inched 010% higher to $3915 thursday, on what proved to be an all-around great trading session for the stock market,",2023-09-14T21:10:14Z,"shares of baxter international inc bax, +010% inched 010% higher to $3915 thursday, on what proved to be an all-around great trading session for the stock market, with the s&amp;p 500 index… [+844 chars]"
prnewswire,,"surgical lights market to grow by usd 46145 million from 2022 to 2027, north america to account for 32% of market growth- technavio","new york, sept 14, 2023 /prnewswire/ -- the surgical lights market is expected to grow by usd 46145 million from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 48% during the forecast period, according to technavio researc…",2023-09-15T15:22:00Z,"new york, sept 14, 2023 /prnewswire/ -- the surgical lights market is expected to grow by usd 46145 million from 2022 to 2027 in addition, the momentum of the market will progress at a cagr of 48… [+6769 chars]"
